Flag,ID,HexID,From Table
sflag0024_MoonAgeLock,664,298,3
sflag0025_MapPartyPanelLock,665,299,3
sflag0026_SecondLap,666,29A,3
sflag0027_AllMapLock,667,29B,3
sflag0028_CampLock,668,29C,3
sflag0029_JakyoUniteLock,669,29D,3
sflag0030_GardenLock,670,29E,3
sflag0031_115_HYDRA,671,29F,3
sflag0032_236_LAHMU,672,2A0,3
sflag0033_080_SURT,673,2A1,3
sflag0034_025_ISHTAR,674,2A2,3
sflag0035_182_TCHERNOBOG,675,2A3,3
sflag0036_082_ARIOCH,676,2A4,3
sflag0037_111_VASUKI,677,2A5,3
sflag0038_009_ODIN,678,2A6,3
sflag0039_008_ZEUS,679,2A7,3
sflag0040_241_METATRON,680,2A8,3
sflag0041_152_HAYATARO,681,2A9,3
sflag0042_075_JOKA,682,2AA,3
sflag0043_197_JOKA_II,683,2AB,3
sflag0044_240_ABDIEL,684,2AC,3
sflag0045_264_ABDIEL_II,685,2AD,3
sflag0046_020_ANAHITA,686,2AE,3
sflag0047_087_KINGFROST,687,2AF,3
sflag0048_023_ITHUNN,688,2B0,3
sflag0049_248_KAMAEL,689,2B1,3
sflag0050_215_OKUNINUSHI,690,2B2,3
sflag0051_035_FIONNMACCUMHAILL,691,2B3,3
sflag0052_094_KOURYU,692,2B4,3
sflag0053_038_AMANOZAKO,693,2B5,3
sflag0054_180_ZAOUGONGEN,694,2B6,3
sflag0055_247_URIEL,695,2B7,3
sflag0056_245_RAPHAEL,696,2B8,3
sflag0057_243_GABRIEL,697,2B9,3
sflag0058_242_MIKAEL,698,2BA,3
sflag0059_083_BELIAL,699,2BB,3
sflag0060_086_BELPHEGOR,700,2BC,3
sflag0061_085_MOLOCH,701,2BD,3
sflag0062_017_BAAL,702,2BE,3
sflag0063_076_AMON,703,2BF,3
sflag0064_181_ASURAOH,704,2C0,3
sflag0065_088_MITHRAS,705,2C1,3
sflag0066_007_KHONS,706,2C2,3
sflag0067_015_KHONSRA,707,2C3,3
sflag0068_030_MARIA,708,2C4,3
sflag0069_188_DANU,709,2C5,3
sflag0070_189_INANNA,710,2C6,3
sflag0071_178_SHIVA,711,2C7,3
sflag0072_078_MEPHISTO,712,2C8,3
sflag0073_295_CLEOPATRA,713,2C9,3
sflag0074_031_ARTEMIS,714,2CA,3
sflag0075_350_TRUMPETER,715,2CB,3
sflag0076_351_MOTHERHARLET,716,2CC,3
sflag0077_352_BLACKRIDER,717,2CD,3
sflag0078_353_REDRIDER,718,2CE,3
sflag0079_354_WHITERIDER,719,2CF,3
sflag0080_356_HELLSANGEL,720,2D0,3
sflag0081_357_DAISOUJOU,721,2D1,3
sflag0082_358_PALERIDER,722,2D2,3
sflag0083_359_MATADOR,723,2D3,3
sflag0084_081_BEELZEBUB,724,2D4,3
sflag0085_019_DEMETER,725,2D5,3
sflag0086_212_OYAMATSUMI,726,2D6,3
sflag0087,727,2D7,3
sflag0088_AddBattleTutorial,728,2D8,3
sflag0089_AmuletTutorial_1,729,2D9,3
sflag0090_AmuletTutorial_2,730,2DA,3
sflag0091_BstSludgeTutorial,731,2DB,3
sflag0092_DarknessTutorial,732,2DC,3
sflag0093_CoasterLock,733,2DD,3
sflag0094_BibleUnlockTao,734,2DE,3
sflag0095_BibleUnlockYoko,735,2DF,3
sflag0096_LawRouteKamui,736,2E0,3
sflag0097_ChaosRouteKamui,737,2E1,3
sflag0098_CreationStartKamui,738,2E2,3
sflag0099_GuestTutorial,739,2E3,3
sflag0100_SatanKamui,740,2E4,3
sflag0101_BattleTutorial,741,2E5,3
sflag0102_BattleTutorial2,742,2E6,3
sflag0103_BattleTutorial3,743,2E7,3
sflag0104_MagatsuhiSkill,744,2E8,3
sflag0105_BstTutorial_1,745,2E9,3
sflag0106_BstTutorial_2,746,2EA,3
sflag0107_BattleTutorialSkip,747,2EB,3
sflag0108_QuizTalkLock,748,2EC,3
sflag0109_GardenTutorial,749,2ED,3
sflag0110_001_ZEUS,750,2EE,3
sflag0111_002_KHONS,751,2EF,3
sflag0112_003_FION,752,2F0,3
sflag0113_004_AMANOZAKO,753,2F1,3
sflag0114_005_YOKO,754,2F2,3
sflag0115_006_AGRAT,755,2F3,3
sflag0116_007_NAAMAH,756,2F4,3
sflag0117_008_EISHETH,757,2F5,3
sflag0118_009_HITOSHURA,758,2F6,3
sflag0119_010_GLASYA,759,2F7,3
sflag0120_NoRemoveTao,760,2F8,3
sflag0121,761,2F9,3
sflag0122_Staffroll,762,2FA,3
sflag0123_RouteSelect,763,2FB,3
sflag0124_PrimeMinisterNahobino,764,2FC,3
sflag0125_PartnerLaw,765,2FD,3
sflag0126_PartnerChaos,766,2FE,3
sflag0127_PartnerBuffer0,767,2FF,3
sflag0128_PartnerBuffer1,768,300,3
pflag0001_SkillLibExistNew,769,301,4
pflag0002_NewCamp,770,302,4
pflag0003_NewInJakyo,771,303,4
pflag0004_Jakyo_sflag0022,772,304,4
pflag0005_ShinagawaSave,773,305,4
pflag0006_BookCompleteInJakyo,774,306,4
pflag0007_RyuWarpTutorial,775,307,4
pflag0008_Option_Japanese,776,308,4
pflag0009_Option_Makka,777,309,4
pflag0010_Option_Exp,778,30A,4
pflag0011_Option_Miitsu,779,30B,4
pflag0012_Difficulty_Easy,780,30C,4
pflag0013_Difficulty_VeryHard,781,30D,4
pflag0014_RyuDLC_Artemis,782,30E,4
pflag0015_RyuDLC_Cleopatra,783,30F,4
pflag0016_RyuDLC_Mephisto,784,310,4
pflag0017_RyuDLC_Fiend,785,311,4
pflag0018_NaviTutorial_Outer,786,312,4
pflag0019_NaviTutorial_Inner,787,313,4
pflag0020_GijidouSave,788,314,4
pflag0021_JakyoEvent,789,315,4
pflag0022_JakyoShinniTutorial,790,316,4
pflag0023_GoToJakyoEvent,791,317,4
pflag0024_FirstUnite,792,318,4
pflag0025_FirstUniteAccident,793,319,4
pflag0026_InitCamp,794,31A,4
pflag0027_QuestBGM_TimeAttack,795,31B,4
pflag0028_QuestBGM_Change51,796,31C,4
pflag0029_QuestBGM_3,797,31D,4
pflag0030_QuestBGM_4,798,31E,4
pflag0031_QuestBGM_5,799,31F,4
pflag0032_ChallengeMode,800,320,4
pflag0033_CreationMode,801,321,4
pflag0034_reserve,802,322,4
pflag0035_reserve,803,323,4
pflag0036_reserve,804,324,4
pflag0037_reserve,805,325,4
pflag0038_RemoteDevil,806,326,4
pflag0039_SaltRecovery,807,327,4
pflag0040_RyuDLC_Dagda,808,328,4
pflag0041_RyuDLC_Konohana,809,329,4
pflag0042_Essence_fusion_01,810,32A,4
pflag0043_Essence_fusion_02,811,32B,4
pflag0044_RyuDLC_GotItem,812,32C,4
pflag0045_Event_Patch_1_0_2,813,32D,4
pflag0046,814,32E,4
pflag0047,815,32F,4
pflag0048,816,330,4
pflag0049,817,331,4
pflag0050,818,332,4
pflag0051,819,333,4
TestTarbo_Active,820,334,4
TestTarbo_Moving,821,335,4
RemoteSample_Active,822,336,4
RemoteSample_CheckAkuma,823,337,4
RemoteSample_DecreaseMagatsuhi,824,338,4
RemoteSample_FirstTalk,825,339,4
RemoteSample_StartEventDone,826,33A,4
RemoteSamplePlaying,827,33B,4
RemoteSampleFinished,828,33C,4
RemoteSample_CheckObj_1,829,33D,4
RemoteSample_CheckObj_2,830,33E,4
RemoteSample_CheckObj_3,831,33F,4
RemoteSample_QuestDone,832,340,4
cflag0001_MAOU_MOLOCH,833,341,5
cflag0002_MAOU_KINGFROST,834,342,5
cflag0003_MAOU_02,835,343,5
cflag0004_MAOU_03,836,344,5
cflag0005_MAOU_04,837,345,5
cflag0006_MAOU_05,838,346,5
cflag0007_MAOU_06,839,347,5
cflag0008_MAOU_07,840,348,5
cflag0009_MAOU_08,841,349,5
cflag0010_MAOU_09,842,34A,5
cflag0011_MAOU_10,843,34B,5
cflag0012_MAOU_11,844,34C,5
cflag0013_MAOU_12,845,34D,5
cflag0014_MAOU_13,846,34E,5
cflag0015_MAOU_14,847,34F,5
cflag0016_MAOU_15,848,350,5
cflag0017_MAOU_16,849,351,5
cflag0018_MAOU_17,850,352,5
cflag0019_MAOU_18,851,353,5
cflag0020_MAOU_19,852,354,5
cflag0021_MAOU_20,853,355,5
cflag0022_CarStart,854,356,5
cflag0023_CarEnd,855,357,5
cflag0024_CarLevelLoad,856,358,5
FLAG_DECISION_NEUTRAL,857,359,5
FLAG_DECISION_LAW,858,35A,5
FLAG_DECISION_CHAOS,859,35B,5
FLAG_DECISION_NEUTRAL_EX,860,35C,5
ALIGNMENT_LAW_EX,861,35D,5
ALIGNMENT_CHAOS_EX,862,35E,5
ALIGNMENT_M_E0340_A,863,35F,5
ALIGNMENT_M_E0340_B,864,360,5
ALIGNMENT_M_E0340_C,865,361,5
ALIGNMENT_M_E0470_A,866,362,5
ALIGNMENT_M_E0470_B,867,363,5
ALIGNMENT_M_E0660_A,868,364,5
ALIGNMENT_M_E0660_B,869,365,5
ALIGNMENT_M_E0806_A,870,366,5
ALIGNMENT_M_E0806_B,871,367,5
ALIGNMENT_S_EM1630,872,368,5
ALIGNMENT_S_EM1640,873,369,5
ALIGNMENT_S_EM0020_A,874,36A,5
ALIGNMENT_S_EM0020_B,875,36B,5
ALIGNMENT_S_EM1180_A,876,36C,5
ALIGNMENT_S_EM1180_B,877,36D,5
ALIGNMENT_S_EM1650,878,36E,5
ALIGNMENT_S_EM1660,879,36F,5
ALIGNMENT_S_EM1150_A,880,370,5
ALIGNMENT_S_EM1150_B,881,371,5
ALIGNMENT_S_EM1670,882,372,5
ALIGNMENT_S_EM1680,883,373,5
ALIGNMENT_S_EM1260_A,884,374,5
ALIGNMENT_S_EM1260_B,885,375,5
ALIGNMENT_S_E0575_A,886,376,5
ALIGNMENT_S_E0575_B,887,377,5
ALIGNMENT_S_E0575_C,888,378,5
ALIGNMENT_S_E0627_A,889,379,5
ALIGNMENT_S_E0627_B,890,37A,5
ALIGNMENT_S_EM1690,891,37B,5
ALIGNMENT_S_EM1700,892,37C,5
ALIGNMENT_S_EM1380_A,893,37D,5
ALIGNMENT_S_EM1380_B,894,37E,5
ALIGNMENT_S_EM1400_A,895,37F,5
ALIGNMENT_S_EM1400_B,896,380,5
ALIGNMENT_S_EM1400_C,897,381,5
ALIGNMENT_M_E0490_A,898,382,5
ALIGNMENT_M_E0490_B,899,383,5
ALIGNMENT_S_EM2110_A,900,384,5
ALIGNMENT_S_EM2110_B,901,385,5
ALIGNMENT_M_E2325_A,902,386,5
ALIGNMENT_M_E2325_B,903,387,5
ALIGNMENT_M_E2633_A,904,388,5
ALIGNMENT_M_E2633_B,905,389,5
ALIGNMENT_S_EM2460_A,906,38A,5
ALIGNMENT_S_EM2460_B,907,38B,5
ALIGNMENT_S_EM2310,908,38C,5
ALIGNMENT_S_EM2320,909,38D,5
ALIGNMENT_S_EM2270,910,38E,5
ALIGNMENT_S_EM2280,911,38F,5
ALIGNMENT_S_EM2570_A,912,390,5
ALIGNMENT_S_EM2570_B,913,391,5
ALIGNMENT_S_EM3100_A,914,392,5
ALIGNMENT_S_EM3100_B,915,393,5
ALIGNMENT_M_E3120_A,916,394,5
ALIGNMENT_M_E3120_B,917,395,5
ALIGNMENT_M_E3330_A,918,396,5
ALIGNMENT_M_E3330_B,919,397,5
cflag0088,920,398,5
cflag0089,921,399,5
cflag0090,922,39A,5
cflag0091,923,39B,5
cflag0092,924,39C,5
cflag0093,925,39D,5
cflag0094,926,39E,5
cflag0095,927,39F,5
cflag0096,928,3A0,5
cflag0097,929,3A1,5
cflag0098,930,3A2,5
cflag0099,931,3A3,5
cflag0100,932,3A4,5
cflag0101,933,3A5,5
cflag0102,934,3A6,5
cflag0103,935,3A7,5
cflag0104,936,3A8,5
cflag0105,937,3A9,5
cflag0106,938,3AA,5
cflag0107,939,3AB,5
cflag0108,940,3AC,5
cflag0109,941,3AD,5
cflag0110,942,3AE,5
cflag0111,943,3AF,5
cflag0112,944,3B0,5
cflag0113,945,3B1,5
cflag0114,946,3B2,5
cflag0115,947,3B3,5
cflag0116,948,3B4,5
cflag0117,949,3B5,5
cflag0118,950,3B6,5
cflag0119,951,3B7,5
cflag0120,952,3B8,5
cflag0121,953,3B9,5
cflag0122,954,3BA,5
cflag0123,955,3BB,5
cflag0124,956,3BC,5
cflag0125,957,3BD,5
cflag0126,958,3BE,5
cflag0127,959,3BF,5
cflag0128,960,3C0,5
cflag0129,961,3C1,5
cflag0130,962,3C2,5
cflag0131,963,3C3,5
cflag0132,964,3C4,5
cflag0133,965,3C5,5
cflag0134,966,3C6,5
cflag0135,967,3C7,5
cflag0136,968,3C8,5
cflag0137,969,3C9,5
cflag0138,970,3CA,5
cflag0139,971,3CB,5
cflag0140,972,3CC,5
cflag0141,973,3CD,5
cflag0142,974,3CE,5
cflag0143,975,3CF,5
cflag0144,976,3D0,5
cflag0145,977,3D1,5
cflag0146,978,3D2,5
cflag0147,979,3D3,5
cflag0148,980,3D4,5
cflag0149,981,3D5,5
cflag0150,982,3D6,5
cflag0151,983,3D7,5
cflag0152,984,3D8,5
cflag0153,985,3D9,5
cflag0154,986,3DA,5
cflag0155,987,3DB,5
cflag0156,988,3DC,5
cflag0157,989,3DD,5
cflag0158,990,3DE,5
cflag0159,991,3DF,5
cflag0160,992,3E0,5
cflag0161,993,3E1,5
cflag0162,994,3E2,5
cflag0163,995,3E3,5
cflag0164,996,3E4,5
cflag0165,997,3E5,5
cflag0166,998,3E6,5
cflag0167,999,3E7,5
cflag0168,1000,3E8,5
cflag0169,1001,3E9,5
cflag0170,1002,3EA,5
cflag0171,1003,3EB,5
cflag0172,1004,3EC,5
cflag0173,1005,3ED,5
cflag0174,1006,3EE,5
cflag0175,1007,3EF,5
cflag0176,1008,3F0,5
cflag0177,1009,3F1,5
cflag0178,1010,3F2,5
cflag0179,1011,3F3,5
cflag0180,1012,3F4,5
cflag0181,1013,3F5,5
cflag0182,1014,3F6,5
cflag0183,1015,3F7,5
cflag0184,1016,3F8,5
cflag0185,1017,3F9,5
cflag0186,1018,3FA,5
cflag0187,1019,3FB,5
cflag0188,1020,3FC,5
cflag0189,1021,3FD,5
cflag0190,1022,3FE,5
cflag0191,1023,3FF,5
cflag0192,1024,400,5
cflag0193,1025,401,5
cflag0194,1026,402,5
cflag0195,1027,403,5
cflag0196,1028,404,5
cflag0197,1029,405,5
cflag0198,1030,406,5
cflag0199,1031,407,5
cflag0200,1032,408,5
cflag0201,1033,409,5
cflag0202,1034,40A,5
cflag0203,1035,40B,5
cflag0204,1036,40C,5
cflag0205,1037,40D,5
cflag0206,1038,40E,5
cflag0207,1039,40F,5
cflag0208,1040,410,5
cflag0209,1041,411,5
cflag0210,1042,412,5
cflag0211,1043,413,5
cflag0212,1044,414,5
cflag0213,1045,415,5
cflag0214,1046,416,5
cflag0215,1047,417,5
cflag0216,1048,418,5
cflag0217,1049,419,5
cflag0218,1050,41A,5
cflag0219,1051,41B,5
cflag0220,1052,41C,5
cflag0221,1053,41D,5
cflag0222,1054,41E,5
cflag0223,1055,41F,5
cflag0224,1056,420,5
cflag0225,1057,421,5
cflag0226,1058,422,5
cflag0227,1059,423,5
cflag0228,1060,424,5
cflag0229,1061,425,5
cflag0230,1062,426,5
cflag0231,1063,427,5
cflag0232,1064,428,5
cflag0233,1065,429,5
cflag0234,1066,42A,5
cflag0235,1067,42B,5
cflag0236,1068,42C,5
cflag0237,1069,42D,5
cflag0238,1070,42E,5
cflag0239,1071,42F,5
cflag0240,1072,430,5
cflag0241,1073,431,5
cflag0242,1074,432,5
cflag0243,1075,433,5
cflag0244,1076,434,5
cflag0245,1077,435,5
cflag0246,1078,436,5
cflag0247,1079,437,5
cflag0248,1080,438,5
cflag0249,1081,439,5
cflag0250,1082,43A,5
cflag0251,1083,43B,5
cflag0252,1084,43C,5
cflag0253,1085,43D,5
cflag0254,1086,43E,5
cflag0255,1087,43F,5
cflag0256,1088,440,5
script_m061_mm_001,1089,441,6
script_m061_mm_002,1090,442,6
script_m061_mm_003,1091,443,6
script_m061_mm_004,1092,444,6
script_m061_mm_005,1093,445,6
script_m061_mm_006,1094,446,6
script_m062_em0030,1095,447,6
script_m062_em0031,1096,448,6
script_m062_em0032,1097,449,6
script_m062_em0033,1098,44A,6
script_m062_em0034,1099,44B,6
script_m062_em0035,1100,44C,6
script_m062_em0040,1101,44D,6
script_m062_em0041,1102,44E,6
script_m062_em0043,1103,44F,6
script_m062_em0050,1104,450,6
script_m062_em0051,1105,451,6
script_m062_em0052,1106,452,6
script_m062_em0053,1107,453,6
script_m062_em0054,1108,454,6
script_m062_em0056,1109,455,6
script_m062_em0057,1110,456,6
script_m062_em0058,1111,457,6
script_m062_em0059,1112,458,6
script_m092_npc_0101,1113,459,6
script_m083_npc_0201,1114,45A,6
script_m083_npc_0001,1115,45B,6
script_m061_npc_1101,1116,45C,6
script_m061_npc_0901,1117,45D,6
script_m063_em0060,1118,45E,6
script_m063_em0061,1119,45F,6
script_m063_em0069,1120,460,6
script_m063_em0070,1121,461,6
script_m063_em0071,1122,462,6
script_m063_em0072,1123,463,6
script_m063_em0073,1124,464,6
script_m063_em0074,1125,465,6
script_m063_em0075,1126,466,6
script_m063_em0076,1127,467,6
script_m063_em0077,1128,468,6
script_m063_em0079,1129,469,6
script_m063_em0071_1,1130,46A,6
script_m063_em0071_2,1131,46B,6
script_m063_em0071_3,1132,46C,6
script_m063_em0071_4,1133,46D,6
script_m063_em0071_5,1134,46E,6
script_m063_em0071_6,1135,46F,6
script_m063_em0071_7,1136,470,6
script_m063_em0062,1137,471,6
script_m063_em0063,1138,472,6
script_m063_em0070_mak1,1139,473,6
script_m063_em0070_mak2,1140,474,6
script_m063_em0070_mak3,1141,475,6
script_m063_em0070_mak4,1142,476,6
script_m063_em0064,1143,477,6
script_m061_mm_007,1144,478,6
script_m061_mm_008,1145,479,6
script_m061_mm_009,1146,47A,6
script_m061_mm_010,1147,47B,6
script_m061_mm_011,1148,47C,6
script_m061_mm_012,1149,47D,6
script_m061_mm_013,1150,47E,6
script_m061_mm_014,1151,47F,6
script_m061_mm_015,1152,480,6
script_m061_mm_016,1153,481,6
script_m061_mm_017,1154,482,6
script_m061_mm_018,1155,483,6
script_m061_mm_019,1156,484,6
script_m061_mm_020,1157,485,6
script_m061_mm_021,1158,486,6
script_NPC_m061_01,1159,487,6
script_NPC_m061_02,1160,488,6
script_NPC_m061_03,1161,489,6
script_NPC_m061_04,1162,48A,6
script_NPC_m061_05,1163,48B,6
script_NPC_m061_06,1164,48C,6
script_NPC_m061_07,1165,48D,6
script_NPC_m061_08,1166,48E,6
script_NPC_m061_09,1167,48F,6
script_NPC_m061_10,1168,490,6
script_NPC_m061_11,1169,491,6
script_NPC_m061_12,1170,492,6
script_NPC_m061_13,1171,493,6
script_NPC_m061_14,1172,494,6
script_NPC_m061_15,1173,495,6
script_NPC_m061_16,1174,496,6
script_NPC_m061_17,1175,497,6
script_NPC_m061_18,1176,498,6
script_NPC_m061_19,1177,499,6
script_NPC_m061_20,1178,49A,6
script_NPC_m061_21,1179,49B,6
script_NPC_m061_22,1180,49C,6
script_NPC_m061_23,1181,49D,6
script_NPC_m061_24,1182,49E,6
script_NPC_m061_25,1183,49F,6
script_NPC_m061_26,1184,4A0,6
script_NPC_m061_27,1185,4A1,6
script_NPC_m061_28,1186,4A2,6
script_NPC_m061_29,1187,4A3,6
script_NPC_m061_30,1188,4A4,6
script_NPC_m062_01,1189,4A5,6
script_NPC_m062_02,1190,4A6,6
script_NPC_m062_03,1191,4A7,6
script_NPC_m062_04,1192,4A8,6
script_NPC_m062_05,1193,4A9,6
script_NPC_m062_06,1194,4AA,6
script_NPC_m062_07,1195,4AB,6
script_NPC_m062_08,1196,4AC,6
script_NPC_m062_09,1197,4AD,6
script_NPC_m062_10,1198,4AE,6
script_NPC_m062_11,1199,4AF,6
script_NPC_m062_12,1200,4B0,6
script_NPC_m062_13,1201,4B1,6
script_NPC_m062_14,1202,4B2,6
script_NPC_m062_15,1203,4B3,6
script_NPC_m062_16,1204,4B4,6
script_NPC_m062_17,1205,4B5,6
script_NPC_m062_18,1206,4B6,6
script_NPC_m062_19,1207,4B7,6
script_NPC_m062_20,1208,4B8,6
script_NPC_m062_21,1209,4B9,6
script_NPC_m062_22,1210,4BA,6
script_NPC_m062_23,1211,4BB,6
script_NPC_m062_24,1212,4BC,6
script_NPC_m062_25,1213,4BD,6
script_NPC_m062_26,1214,4BE,6
script_NPC_m062_27,1215,4BF,6
script_NPC_m062_28,1216,4C0,6
script_NPC_m062_29,1217,4C1,6
script_NPC_m062_30,1218,4C2,6
script_m061_mm_022,1219,4C3,6
script_m061_mm_023,1220,4C4,6
script_m061_mm_024,1221,4C5,6
script_m061_mm_025,1222,4C6,6
script_m050_npc_0301,1223,4C7,6
script_m050_npc_0801,1224,4C8,6
script_m050_npc_1601,1225,4C9,6
script_NPC_m050_01,1226,4CA,6
script_NPC_m050_02,1227,4CB,6
script_NPC_m050_03,1228,4CC,6
script_NPC_m050_04,1229,4CD,6
script_NPC_m050_05,1230,4CE,6
script_NPC_m050_06,1231,4CF,6
script_NPC_m050_07,1232,4D0,6
script_NPC_m050_08,1233,4D1,6
script_NPC_m050_09,1234,4D2,6
script_NPC_m050_10,1235,4D3,6
script_NPC_m050_11,1236,4D4,6
script_NPC_m050_12,1237,4D5,6
script_NPC_m050_13,1238,4D6,6
script_NPC_m050_14,1239,4D7,6
script_NPC_m050_15,1240,4D8,6
script_NPC_m050_16,1241,4D9,6
script_NPC_m050_17,1242,4DA,6
script_NPC_m050_18,1243,4DB,6
script_NPC_m050_19,1244,4DC,6
script_NPC_m050_20,1245,4DD,6
script_NPC_m050_21,1246,4DE,6
script_NPC_m050_22,1247,4DF,6
script_NPC_m050_23,1248,4E0,6
script_NPC_m050_24,1249,4E1,6
script_NPC_m050_25,1250,4E2,6
script_NPC_m050_26,1251,4E3,6
script_NPC_m050_27,1252,4E4,6
script_NPC_m050_28,1253,4E5,6
script_NPC_m050_29,1254,4E6,6
script_NPC_m050_30,1255,4E7,6
script_NPC_m050_11b,1256,4E8,6
script_NPC_m050_20b,1257,4E9,6
script_NPC_m050_03b,1258,4EA,6
script_NPC_m063_01,1259,4EB,6
script_NPC_m063_02,1260,4EC,6
script_NPC_m063_03,1261,4ED,6
script_NPC_m063_04,1262,4EE,6
script_NPC_m063_05,1263,4EF,6
script_NPC_m063_06,1264,4F0,6
script_NPC_m063_07,1265,4F1,6
script_NPC_m063_08,1266,4F2,6
script_NPC_m063_09,1267,4F3,6
script_NPC_m063_10,1268,4F4,6
script_NPC_m063_11,1269,4F5,6
script_NPC_m063_12,1270,4F6,6
script_NPC_m063_13,1271,4F7,6
script_NPC_m063_14,1272,4F8,6
script_NPC_m063_15,1273,4F9,6
script_NPC_m063_16,1274,4FA,6
script_NPC_m063_17,1275,4FB,6
script_NPC_m063_18,1276,4FC,6
script_NPC_m063_19,1277,4FD,6
script_NPC_m063_20,1278,4FE,6
script_NPC_m063_21,1279,4FF,6
script_NPC_m063_22,1280,500,6
script_NPC_m063_23,1281,501,6
script_NPC_m063_24,1282,502,6
script_NPC_m063_25,1283,503,6
script_NPC_m063_26,1284,504,6
script_NPC_m063_27,1285,505,6
script_NPC_m063_28,1286,506,6
script_NPC_m063_29,1287,507,6
script_NPC_m063_30,1288,508,6
script_m061_mm_026,1289,509,6
script_m061_MimanAns,1290,50A,6
script_m062_MimanAns,1291,50B,6
script_m063_MimanAns,1292,50C,6
script_m060_MimanAns,1293,50D,6
script_m083_E0195_01,1294,50E,6
script_m083_E0195_02,1295,50F,6
script_m062_em0044,1296,510,6
script_m062_em0120,1297,511,6
script_m062_em0122,1298,512,6
script_m062_em0123,1299,513,6
script_m062_em0124,1300,514,6
script_m062_em0121_1,1301,515,6
script_m062_em0121_2,1302,516,6
script_m062_em0121_3,1303,517,6
script_m062_em0121_4,1304,518,6
script_m062_em0125,1305,519,6
script_m062_em0126,1306,51A,6
script_m063_em0130,1307,51B,6
script_m062_em0140,1308,51C,6
script_m062_em0141,1309,51D,6
script_m062_em0143,1310,51E,6
script_m062_em0145,1311,51F,6
script_m062_em0147,1312,520,6
script_NaviDev057_Talk,1313,521,6
script_NaviDev057_Spawn,1314,522,6
script_NaviDev333_Talk,1315,523,6
script_NaviDev333_Spawn,1316,524,6
script_NaviDev273_Talk,1317,525,6
script_NaviDev273_Spawn,1318,526,6
script_NaviDev038_Talk,1319,527,6
script_NaviDev038_Spawn,1320,528,6
script_NaviDev280_Talk,1321,529,6
script_NaviDev280_Spawn,1322,52A,6
script_NPC_m082_01,1323,52B,6
script_NPC_m082_02,1324,52C,6
script_NPC_m082_03,1325,52D,6
script_NPC_m082_04,1326,52E,6
script_NPC_m082_05,1327,52F,6
script_NPC_m082_06,1328,530,6
script_NPC_m082_07,1329,531,6
script_NPC_m082_08,1330,532,6
script_NPC_m082_09,1331,533,6
script_NPC_m082_10,1332,534,6
script_NPC_m082_11,1333,535,6
script_NPC_m082_12,1334,536,6
script_NPC_m082_01b,1335,537,6
script_NPC_m082_02b,1336,538,6
script_NPC_m082_03b,1337,539,6
script_NPC_m082_04b,1338,53A,6
script_NPC_m082_08b,1339,53B,6
script_NPC_m082_09b,1340,53C,6
script_NPC_m082_10b,1341,53D,6
script_NPC_m082_11b,1342,53E,6
script_NPC_m082_12b,1343,53F,6
script_m062_KhonsEND,1344,540,6
script_m062_KhonsDead,1345,541,6
script_m062_KhonsNoDead,1346,542,6
script_NPC_m061_03b,1347,543,6
script_NPC_m061_04b,1348,544,6
script_NPC_m061_05b,1349,545,6
script_NPC_m061_09b,1350,546,6
script_NPC_m061_15b,1351,547,6
script_NPC_m061_18b,1352,548,6
script_NPC_m061_20b,1353,549,6
script_NPC_m061_21b,1354,54A,6
script_NPC_m061_23b,1355,54B,6
script_NPC_m061_24b,1356,54C,6
script_NPC_m061_25b,1357,54D,6
script_NPC_m061_26b,1358,54E,6
script_NPC_m061_27b,1359,54F,6
script_NPC_m061_28b,1360,550,6
script_NPC_m061_25c,1361,551,6
script_NPC_m061_26c,1362,552,6
script_NPC_m061_27c,1363,553,6
script_NPC_m061_28c,1364,554,6
script_m063_em0066,1365,555,6
script_NPC_m030_01,1366,556,6
script_NPC_m030_01b,1367,557,6
script_NPC_m030_01c,1368,558,6
script_NPC_m030_01d,1369,559,6
script_NPC_m030_01e,1370,55A,6
script_NPC_m061_29a,1371,55B,6
script_es609_m062_01a,1372,55C,6
script_es609_m062_01b,1373,55D,6
script_es609_m062_01c,1374,55E,6
script_es609_m085_02a,1375,55F,6
script_es609_m085_03b,1376,560,6
script_es609_m085_02c,1377,561,6
script_es609_m085_02d,1378,562,6
script_es611_m085_02a,1379,563,6
script_es611_m085_02b,1380,564,6
script_es611_m085_02c,1381,565,6
script_es614_m082_01a,1382,566,6
script_es611_m082_02a,1383,567,6
script_esNPC_m085_01a,1384,568,6
script_esNPC_m085_01b,1385,569,6
script_esNPC_m085_01c,1386,56A,6
script_esNPC_m085_02a,1387,56B,6
script_esNPC_m085_02b,1388,56C,6
script_esNPC_m085_02c,1389,56D,6
script_esNPC_m085_03a,1390,56E,6
script_esNPC_m085_03b,1391,56F,6
script_esNPC_m085_03c,1392,570,6
script_esNPC_m085_04a,1393,571,6
script_esNPC_m085_04b,1394,572,6
script_esNPC_m085_04c,1395,573,6
script_NaviDev114_Talk,1396,574,6
script_NaviDev114_Spawn,1397,575,6
script_NPC_m080_01,1398,576,6
script_NPC_m080_02,1399,577,6
script_NPC_m080_03,1400,578,6
script_NPC_m080_04,1401,579,6
script_es632_m087_01a,1402,57A,6
script_es632_m087_01b,1403,57B,6
script_es632_m087_01c,1404,57C,6
script_esNPC_m087_01a,1405,57D,6
script_esNPC_m087_01b,1406,57E,6
